UF,Codigo_IBGE,Ente_Federado,VAAT,Ponderador_DRec,Ponderador_NSE
MG,3123304.0,DORES DO TURVO,9153.23,1.029836,1.002482
MG,3123403.0,DORESOPOLIS,15485.15,1.023772,0.992331
MG,3123502.0,DOURADOQUARA,27699.36,1.012075,0.997389
MG,3123528.0,DURANDE,8744.43,1.030228,1.009851
MG,3123601.0,ELOI MENDES,9485.21,1.029518,0.992546
MG,3123700.0,ENGENHEIRO CALDAS,8711.03,1.03026,1.001046
MG,3123809.0,ENGENHEIRO NAVARRO,12695.08,1.026444,1.009131
MG,3123908.0,ENTRE RIOS DE MINAS,9474.54,1.029528,0.989101
MG,3124005.0,ERVALIA,8794.64,1.03018,1.008532
MG,3124104.0,ESMERALDAS,8699.21,1.030271,0.997324
MG,3124203.0,ESPERA FELIZ,7393.22,1.031522,1.006033
MG,3124302.0,ESPINOSA,7828.56,1.031105,1.011521
MG,3124401.0,ESPIRITO SANTO DO DOURADO,8246.71,1.030704,0.999884
MG,3124500.0,ESTIVA,9335.03,1.029662,0.990271
MG,3124708.0,ESTRELA DO INDAIA,12254.17,1.026866,1.001377
MG,3124807.0,ESTRELA DO SUL,10177.08,1.028856,0.995937
MG,3124906.0,EUGENOPOLIS,9588.89,1.029419,1.000766
MG,3125002.0,EWBANK DA CAMARA,11149.67,1.027924,0.997682
MG,3125200.0,FAMA,13588.95,1.025588,0.986296
MG,3125309.0,FARIA LEMOS,9600.93,1.029407,1.001932
MG,3125408.0,FELICIO DOS SANTOS,9722.15,1.029291,1.016714
MG,3125507.0,SAO GONCALO DO RIO PRETO,11447.6,1.027639,1.004214
MG,3125606.0,FELISBURGO,8264.96,1.030687,1.013503
MG,3125705.0,FELIXLANDIA,10577.69,1.028472,1.00623
MG,3125804.0,FERNANDES TOURINHO,12732.47,1.026408,1.008545
MG,3125903.0,FERROS,9632.3,1.029377,1.012134
MG,3125952.0,FERVEDOURO,6906.51,1.031988,1.011661
MG,3126000.0,FLORESTAL,8511.58,1.030451,0.981334
MG,3126109.0,FORMIGA,10510.71,1.028536,0.9862
MG,3126208.0,FORMOSO,10080.1,1.028949,1.010372
MG,3126307.0,FORTALEZA DE MINAS,12885.17,1.026262,0.987463
MG,3126505.0,FRANCISCO BADARO,11758.06,1.027342,1.021881
MG,3126604.0,FRANCISCO DUMONT,10996.53,1.028071,1.012367
MG,3126703.0,FRANCISCO SA,8710.32,1.03026,1.018234
MG,3126752.0,FRANCISCOPOLIS,12252.15,1.026868,1.019573
MG,3126802.0,FREI GASPAR,8709.24,1.030261,1.014996
MG,3126901.0,FREI INOCENCIO,7303.29,1.031608,1.000319
MG,3126950.0,FREI LAGONEGRO,10324.42,1.028715,1.024339
MG,3127008.0,FRONTEIRA,11841.4,1.027262,0.996655
MG,3127057.0,"FRONTEIRA DOS
VALES",0.0,0.965,1.018965
MG,3127073.0,FRUTA DE LEITE,9208.0,1.029784,1.027799
MG,3127107.0,FRUTAL,9067.73,1.029918,0.992634
MG,3127206.0,FUNILANDIA,11804.32,1.027297,0.998478
MG,3127305.0,GALILEIA,8645.48,1.030322,0.99896
MG,3127339.0,GAMELEIRAS,9096.47,1.029891,1.015891
MG,3127370.0,GOIABEIRA,9774.95,1.029241,1.005149
MG,3127388.0,GOIANA,12284.9,1.026837,0.987143
MG,3127404.0,GONCALVES,11750.33,1.027349,0.983104
MG,3127503.0,GONZAGA,10039.0,1.028988,1.007979
MG,3127602.0,GOUVEIA,8598.35,1.030368,1.00344
MG,3127701.0,GOVERNADOR VALADARES,10208.48,1.028826,1.000188
MG,3127800.0,GRAO MOGOL,8278.77,1.030674,1.016107
MG,3127909.0,GRUPIARA,23720.64,1.015885,0.997012
MG,3128006.0,GUANHAES,10812.57,1.028247,0.999856
MG,3128105.0,GUAPE,8059.39,1.030884,0.994783
MG,3128204.0,GUARACIABA,11043.08,1.028026,1.010144
MG,3128303.0,GUARANESIA,9299.89,1.029696,0.997396
MG,3128402.0,GUARANI,9375.16,1.029624,0.997276
MG,3128501.0,GUARARA,10169.58,1.028863,0.989853
MG,3128600.0,GUARDA-MOR,11337.81,1.027744,0.996965
MG,3128709.0,GUAXUPE,10301.85,1.028736,0.984711
MG,3128808.0,GUIDOVAL,8214.21,1.030735,1.000843
MG,3128907.0,GUIMARANIA,8790.8,1.030183,0.997503
MG,3129004.0,GUIRICEMA,10660.63,1.028393,0.99662
MG,3129103.0,GURINHATA,12808.54,1.026336,0.99636
MG,3129202.0,HELIODORA,9500.1,1.029504,0.996123
MG,3129301.0,IAPU,9426.78,1.029574,1.000647
MG,3129400.0,IBERTIOGA,9247.44,1.029746,1.004122
MG,3129509.0,IBIA,10056.05,1.028972,0.990882
MG,3129608.0,IBIAI,10099.3,1.02893,1.012272
MG,3129657.0,IBIRACATU,8975.38,1.030006,1.026057
MG,3129707.0,IBIRACI,10412.55,1.02863,0.991084
MG,3129806.0,IBIRITE,8860.16,1.030117,0.993156
MG,3129905.0,IBITIURA DE MINAS,12029.26,1.027082,0.99475
MG,3130002.0,IBITURUNA,11749.21,1.02735,1.001494
MG,3130051.0,ICARAI DE MINAS,8792.28,1.030182,1.023143
MG,3130101.0,IGARAPE,8829.84,1.030146,0.991583
MG,3130200.0,IGARATINGA,9571.65,1.029435,0.987364
MG,3130309.0,IGUATAMA,11694.57,1.027402,0.989736
MG,3130408.0,IJACI,11791.66,1.027309,0.990956
MG,3130507.0,ILICINEA,8412.78,1.030545,0.995178
MG,3130556.0,IMBE DE MINAS,8452.84,1.030507,1.00811
MG,3130606.0,INCONFIDENTES,11084.17,1.027987,0.987075
MG,3130655.0,INDAIABIRA,8135.8,1.03081,1.017214
MG,3130705.0,INDIANOPOLIS,15707.65,1.023559,0.992736
MG,3130804.0,INGAI,12343.95,1.02678,0.990421
MG,3130903.0,INHAPIM,8277.67,1.030675,1.001092
MG,3131000.0,INHAUMA,10487.51,1.028558,0.996844
MG,3131109.0,INIMUTABA,8904.53,1.030074,1.009352
MG,3131158.0,IPABA,7365.3,1.031548,0.999457
MG,3131208.0,IPANEMA,7770.44,1.03116,1.001178
MG,3131406.0,IPIACU,9196.82,1.029794,0.999444
MG,3131505.0,IPUIUNA,9499.51,1.029505,0.996782
MG,3131703.0,ITABIRA,13347.34,1.02582,0.989038
MG,3131802.0,ITABIRINHA,9874.87,1.029145,0.998621
MG,3131901.0,ITABIRITO,11334.83,1.027747,0.979002
MG,3132008.0,ITACAMBIRA,13179.68,1.02598,1.014652
MG,3132107.0,ITACARAMBI,8826.07,1.030149,1.010773
MG,3132206.0,ITAGUARA,7915.16,1.031022,0.987285
MG,3132305.0,ITAIPE,9383.7,1.029615,1.021704
MG,3132404.0,ITAJUBA,10638.68,1.028414,0.986928
MG,3132503.0,ITAMARANDIBA,8251.33,1.0307,1.010689
MG,3132602.0,ITAMARATI DE MINAS,9235.3,1.029758,0.993667
MG,3132701.0,ITAMBACURI,8194.0,1.030755,1.015464
MG,3132800.0,ITAMBE DO MATO DENTRO,15225.48,1.024021,1.003174
MG,3132909.0,ITAMOGI,9362.83,1.029635,0.99254
MG,3133006.0,ITAMONTE,10976.24,1.02809,0.988238
MG,3133105.0,ITANHANDU,10309.07,1.028729,0.986584
MG,3133204.0,ITANHOMI,9504.99,1.029499,0.997608
MG,3133303.0,ITAOBIM,8828.33,1.030147,1.009754
MG,3133402.0,ITAPAGIPE,11385.9,1.027698,0.985257
MG,3133501.0,ITAPECERICA,11797.56,1.027304,0.994822
MG,3133600.0,ITAPEVA,0.0,0.965,0.98225
MG,3133709.0,ITATIAIUCU,13726.1,1.025457,0.992767
MG,3133758.0,ITAU DE MINAS,10526.59,1.028521,0.979435
MG,3133907.0,ITAVERAVA,11684.67,1.027412,1.008007
MG,3134004.0,ITINGA,9326.19,1.029671,1.019414
MG,3134103.0,ITUETA,8892.74,1.030086,0.99963
MG,3134202.0,ITUIUTABA,10131.04,1.0289,0.986958
MG,3134301.0,ITUMIRIM,11730.08,1.027368,0.996288
MG,3134509.0,ITUTINGA,10323.51,1.028715,0.995425
MG,3134707.0,JACINTO,9428.41,1.029573,1.016306
MG,3134806.0,JACUI,10055.18,1.028972,0.99446
MG,3134905.0,JACUTINGA,8869.75,1.030108,0.99198
MG,3135001.0,JAGUARACU,10285.01,1.028752,0.999703
MG,3135050.0,JAIBA,9395.62,1.029604,1.015879
MG,3135076.0,JAMPRUCA,12275.99,1.026846,1.012679
MG,3135100.0,JANAUBA,8232.96,1.030717,1.014002
MG,3135209.0,JANUARIA,7919.01,1.031018,1.019111
MG,3135308.0,JAPARAIBA,9861.03,1.029158,0.989317
MG,3135357.0,JAPONVAR,8116.16,1.030829,1.018632
MG,3135407.0,JECEABA,16002.77,1.023277,0.992438
MG,3135456.0,JENIPAPO DE MINAS,11010.28,1.028058,1.021361
MG,3135506.0,JEQUERI,8109.75,1.030835,1.012057
MG,3135605.0,JEQUITAI,9171.65,1.029818,1.011649
MG,3135704.0,JEQUITIBA,9944.15,1.029079,1.006997
MG,3135803.0,JEQUITINHONHA,0.0,0.965,1.020043
MG,3135902.0,JESUANIA,10116.72,1.028913,0.999089
MG,3136009.0,JOAIMA,9068.54,1.029917,1.020596
MG,3136108.0,JOANESIA,14928.27,1.024306,0.998248
MG,3136207.0,JOAO MONLEVADE,10496.71,1.02855,0.986875
MG,3136306.0,JOAO PINHEIRO,11239.19,1.027838,1.005892
MG,3136405.0,JOAQUIM FELICIO,11006.48,1.028061,1.009056
MG,3136504.0,JORDANIA,8134.48,1.030812,1.014131
MG,3136520.0,JOSE GONCALVES DE MINAS,8593.0,1.030373,1.017039
MG,3136553.0,JOSE RAYDAN,9751.72,1.029263,1.008099
MG,3136579.0,JOSENOPOLIS,12136.14,1.02698,1.018059
MG,3136603.0,NOVA UNIAO,8838.29,1.030138,0.999112
MG,3136702.0,JUIZ DE FORA,12065.15,1.027047,0.992042
MG,3136801.0,JURAMENTO,10381.48,1.02866,1.015809
MG,3136900.0,JURUAIA,8370.7,1.030586,0.982044
MG,3136959.0,JUVENILIA,9582.38,1.029425,1.025308
MG,3137007.0,LADAINHA,7785.05,1.031146,1.025749
MG,3137106.0,LAGAMAR,11243.36,1.027834,0.995652
MG,3137205.0,LAGOA DA PRATA,0.0,0.965,0.983877
MG,3137304.0,LAGOA DOS PATOS,10357.84,1.028683,1.018633
MG,3137403.0,LAGOA DOURADA,9167.22,1.029823,0.999608
MG,3137502.0,LAGOA FORMOSA,9763.17,1.029252,0.986435
MG,3137536.0,LAGOA GRANDE,8976.19,1.030006,1.000146
MG,3137601.0,LAGOA SANTA,10181.54,1.028851,0.984719
MG,3137700.0,LAJINHA,6664.01,1.03222,1.008924
MG,3137809.0,LAMBARI,10062.52,1.028965,0.983163
MG,3137908.0,LAMIM,15778.77,1.023491,1.010795
MG,3138005.0,LARANJAL,9514.17,1.02949,0.995996
MG,3138104.0,LASSANCE,11124.9,1.027948,1.010987
MG,3138203.0,LAVRAS,9080.15,1.029906,0.983805
MG,3138302.0,LEANDRO FERREIRA,10809.85,1.02825,0.996502
MG,3138351.0,LEME DO PRADO,13028.47,1.026125,1.010338
MG,3138401.0,LEOPOLDINA,9070.32,1.029916,0.998961
MG,3138500.0,LIBERDADE,10773.02,1.028285,0.994829
MG,3138609.0,LIMA DUARTE,8787.07,1.030187,0.997032
MG,3138625.0,LIMEIRA DO OESTE,11210.44,1.027866,0.990132
MG,3138658.0,LONTRA,7878.45,1.031057,1.018896
MG,3138674.0,LUISBURGO,8973.19,1.030009,1.008257
MG,3138682.0,LUISLANDIA,8974.61,1.030007,1.02177
MG,3138708.0,LUMINARIAS,9002.92,1.02998,0.995497
MG,3138807.0,LUZ,9835.31,1.029183,0.984652
MG,3138906.0,MACHACALIS,0.0,0.965,1.00891
MG,3139003.0,MACHADO,8991.63,1.029991,0.992149
MG,3139102.0,MADRE DE DEUS DE MINAS,10822.16,1.028238,0.995494
MG,3139201.0,MALACACHETA,9781.55,1.029234,1.016913
MG,3139250.0,MAMONAS,8906.21,1.030073,1.015095
MG,3139300.0,MANGA,9619.72,1.029389,1.021351
MG,3139409.0,MANHUACU,8566.25,1.030398,1.000982
MG,3139508.0,MANHUMIRIM,8793.42,1.030181,1.001557
MG,3139607.0,MANTENA,9888.02,1.029132,1.002236
MG,3139706.0,MARAVILHAS,9168.72,1.029821,1.001989
MG,3139904.0,MARIA DA FE,7865.53,1.031069,0.995181
MG,3140001.0,MARIANA,12757.81,1.026384,0.99994
MG,3140100.0,MARILAC,8405.67,1.030552,1.00986
MG,3140159.0,MARIO CAMPOS,8624.77,1.030342,0.990896
MG,3140209.0,MARIPA DE MINAS,10373.94,1.028667,0.987678
MG,3140308.0,MARLIERIA,11497.04,1.027592,0.997116
MG,3140407.0,MARMELOPOLIS,11207.28,1.027869,1.008222
MG,3140506.0,MARTINHO CAMPOS,9086.76,1.0299,0.993963
MG,3140530.0,MARTINS SOARES,0.0,0.965,1.007756
MG,3140555.0,MATA VERDE,8284.09,1.030668,1.019019
MG,3140605.0,MATERLANDIA,10068.95,1.028959,1.010324
MG,3140704.0,MATEUS LEME,6070.19,1.032789,0.988834
MG,3140803.0,MATIAS BARBOSA,11893.04,1.027212,0.986468
MG,3140852.0,MATIAS CARDOSO,7388.32,1.031526,1.017313
MG,3140902.0,MATIPO,9077.08,1.029909,1.01232
MG,3141009.0,MATO VERDE,8960.89,1.03002,1.011342
MG,3141108.0,MATOZINHOS,9855.79,1.029163,0.996229
MG,3141207.0,MATUTINA,10606.76,1.028444,0.985709
MG,3141306.0,MEDEIROS,9635.02,1.029375,0.987229
MG,3141405.0,MEDINA,7631.0,1.031294,1.008054
MG,3141504.0,MENDES PIMENTEL,10253.78,1.028782,1.00397
MG,3141603.0,MERCES,10415.25,1.028628,1.00538
MG,3141702.0,MESQUITA,10792.21,1.028267,1.001654
MG,3141801.0,MINAS NOVAS,6076.53,1.032783,1.021136
MG,3141900.0,MINDURI,11370.14,1.027713,0.993255
MG,3142007.0,MIRABELA,8333.58,1.030621,1.013446
MG,3142106.0,MIRADOURO,9965.24,1.029059,1.004035
MG,3142205.0,MIRAI,8781.06,1.030193,0.999967
MG,3142254.0,MIRAVANIA,10004.49,1.029021,1.022021
MG,3142304.0,MOEDA,10691.96,1.028363,0.995403
MG,3142403.0,MOEMA,7292.44,1.031618,0.983367
MG,3142502.0,MONJOLOS,13567.42,1.025609,1.011136
MG,3142601.0,MONSENHOR PAULO,7484.52,1.031434,0.994169
MG,3142700.0,MONTALVANIA,8390.82,1.030566,1.015229
MG,3142809.0,MONTE ALEGRE DE MINAS,10214.73,1.02882,0.993796
MG,3142908.0,MONTE AZUL,9539.65,1.029466,1.016249
MG,3143104.0,MONTE CARMELO,9106.71,1.029881,0.997058
MG,3143153.0,MONTE FORMOSO,11043.23,1.028026,1.028388
MG,3143203.0,MONTE SANTO DE MINAS,8874.87,1.030103,0.996377
MG,3143302.0,MONTES CLAROS,0.0,0.965,1.004329
MG,3143401.0,MONTE SIAO,8926.36,1.030053,0.97664
MG,3143450.0,MONTEZUMA,8708.08,1.030262,1.019664
MG,3143500.0,MORADA NOVA DE MINAS,8265.2,1.030687,0.995787
MG,3143609.0,MORRO DA GARCA,11014.22,1.028054,1.009633
MG,3143708.0,MORRO DO PILAR,15520.26,1.023739,1.009686
MG,3143807.0,MUNHOZ,8667.06,1.030302,0.996326
MG,3144003.0,MUTUM,9072.64,1.029913,1.011507
MG,3144102.0,MUZAMBINHO,9836.67,1.029182,0.986655
MG,3144201.0,NACIP RAYDAN,12959.92,1.026191,1.006825
MG,3144300.0,NANUQUE,10233.37,1.028802,1.009666
MG,3144359.0,NAQUE,7913.18,1.031024,1.005733
MG,3144375.0,NATALANDIA,10734.47,1.028322,1.009348
MG,3144409.0,NATERCIA,9529.7,1.029476,0.993062
MG,3144607.0,NEPOMUCENO,8428.0,1.030531,1.001018
MG,3144656.0,NINHEIRA,9129.53,1.029859,1.019971
MG,3144672.0,NOVA BELEM,7184.11,1.031722,1.01006
MG,3144706.0,NOVA ERA,11670.48,1.027425,0.99324
MG,3144805.0,NOVA LIMA,20042.42,1.019408,0.980707
MG,3144904.0,NOVA MODICA,15319.65,1.023931,1.012125
MG,3145000.0,NOVA PONTE,9811.65,1.029206,0.992027
MG,3145059.0,NOVA PORTEIRINHA,7886.18,1.03105,1.019244
MG,3145109.0,NOVA RESENDE,9096.45,1.029891,0.989756
MG,3145208.0,NOVA SERRANA,7272.06,1.031638,0.997858
MG,3145307.0,NOVO CRUZEIRO,8361.99,1.030594,1.022469
MG,3145356.0,NOVO ORIENTE DE MINAS,8873.15,1.030104,1.026304
MG,3145372.0,NOVORIZONTE,9964.81,1.029059,1.018272
MG,3145406.0,OLARIA,13126.43,1.026031,0.997245
MG,3145455.0,OLHOS-DAGUA,10167.9,1.028864,1.014466
MG,3145505.0,OLIMPIO NORONHA,11576.51,1.027515,0.998294
MG,3145604.0,OLIVEIRA,8737.3,1.030234,0.994506
MG,3145703.0,OLIVEIRA FORTES,13926.77,1.025265,1.001368
MG,3145802.0,ONCA DE PITANGUI,15591.97,1.02367,1.000367
MG,3145851.0,ORATORIOS,9424.74,1.029576,1.003864
MG,3145877.0,ORIZANIA,7897.9,1.031038,1.011368
MG,3145901.0,OURO BRANCO,11635.28,1.027459,0.980379
MG,3146008.0,OURO FINO,9164.49,1.029825,0.985184
MG,3146107.0,OURO PRETO,14043.11,1.025153,0.989693
MG,3146206.0,OURO VERDE DE MINAS,6589.51,1.032291,1.010816
MG,3146255.0,PADRE CARVALHO,12223.19,1.026896,1.015393
MG,3146305.0,PADRE PARAISO,7615.44,1.031309,1.01881
MG,3146404.0,PAINEIRAS,12466.07,1.026664,0.995605
MG,3146503.0,PAINS,11297.8,1.027782,0.98622
MG,3146552.0,PAI PEDRO,9079.34,1.029907,1.020987
MG,3146602.0,PAIVA,14908.83,1.024324,0.995405
MG,3146701.0,PALMA,9951.11,1.029072,1.008188
MG,3146750.0,PALMOPOLIS,9772.46,1.029243,1.023935
MG,3147006.0,PARACATU,11328.88,1.027753,0.998076
MG,3147105.0,PARA DE MINAS,9166.36,1.029824,0.991859
MG,3147204.0,PARAGUACU,9733.49,1.02928,0.985232
MG,3147303.0,PARAISOPOLIS,8627.98,1.030339,0.987386
MG,3147402.0,PARAOPEBA,9512.87,1.029492,0.998708
MG,3147501.0,PASSABEM,9972.2,1.029052,1.007894
MG,3147600.0,PASSA QUATRO,11472.6,1.027615,0.990904
MG,3147709.0,PASSA TEMPO,9963.06,1.029061,0.989705
MG,3147808.0,PASSA VINTE,11387.44,1.027697,0.995617
MG,3147907.0,PASSOS,10324.1,1.028715,0.984968
MG,3147956.0,PATIS,10405.05,1.028637,1.02205
MG,3148004.0,PATOS DE MINAS,12204.8,1.026914,0.983644
MG,3148103.0,PATROCINIO,8392.44,1.030565,0.989536
MG,3148202.0,PATROCINIO DO MURIAE,10557.6,1.028491,1.001046
MG,3148301.0,PAULA CANDIDO,10665.87,1.028388,1.007076
MG,3148400.0,PAULISTAS,9553.54,1.029453,1.016572
MG,3148509.0,PAVAO,7891.27,1.031045,1.011847
MG,3148608.0,PECANHA,11247.39,1.027831,1.020355
MG,3148707.0,PEDRA AZUL,8670.0,1.030299,1.01098
MG,3148756.0,PEDRA BONITA,9944.47,1.029078,1.014413
MG,3148806.0,PEDRA DO ANTA,12575.92,1.026558,1.008885
MG,3148905.0,PEDRA DO INDAIA,12148.68,1.026967,0.993038
MG,3149002.0,PEDRA DOURADA,11030.14,1.028039,1.00578
MG,3149101.0,PEDRALVA,10499.15,1.028547,0.997809
MG,3149150.0,PEDRAS DE MARIA DA CRUZ,7450.69,1.031467,1.020106
MG,3149200.0,PEDRINOPOLIS,11902.18,1.027204,0.983364
MG,3149309.0,PEDRO LEOPOLDO,10458.7,1.028586,0.988778
MG,3149408.0,PEDRO TEIXEIRA,15086.86,1.024154,1.009017
MG,3149507.0,PEQUERI,9971.6,1.029052,0.988862
MG,3149606.0,PEQUI,9876.51,1.029143,0.995893
MG,3149705.0,PERDIGAO,8028.87,1.030913,0.994628
MG,3149804.0,PERDIZES,9256.97,1.029737,0.988074
MG,3149903.0,PERDOES,9519.07,1.029486,0.988852
MG,3149952.0,PERIQUITO,0.0,0.965,1.001932
MG,3150000.0,PESCADOR,0.0,0.965,1.010017
MG,3150109.0,PIAU,15068.7,1.024171,0.99525
MG,3150158.0,PIEDADE DE CARATINGA,8418.4,1.03054,1.008316
MG,3150208.0,PIEDADE DE PONTE NOVA,7840.4,1.031093,1.007088
MG,3150307.0,PIEDADE DO RIO GRANDE,10459.04,1.028586,0.997551
MG,3150406.0,PIEDADE DOS GERAIS,11793.9,1.027307,1.006716
MG,3150505.0,PIMENTA,11321.04,1.02776,0.993416
MG,3150539.0,PINGO DAGUA,9331.96,1.029665,1.007468
MG,3150570.0,PINTOPOLIS,7767.62,1.031163,1.022385
MG,3150604.0,PIRACEMA,8732.64,1.030239,0.990754
MG,3150703.0,PIRAJUBA,8665.89,1.030303,0.996744
MG,3150802.0,PIRANGA,10285.43,1.028752,1.009174
MG,3150901.0,PIRANGUCU,10145.61,1.028886,0.989788
MG,3151008.0,PIRANGUINHO,9575.93,1.029431,0.987239
MG,3151107.0,PIRAPETINGA,8773.18,1.0302,1.001808
MG,3151206.0,PIRAPORA,11021.98,1.028046,1.004017
MG,3151305.0,PIRAUBA,9393.43,1.029606,0.995231
MG,3151404.0,PITANGUI,8262.52,1.030689,0.991462
MG,3151503.0,PIUMHI,9199.32,1.029792,0.990422
MG,3151602.0,PLANURA,9662.6,1.029348,0.996148
MG,3151701.0,POCO FUNDO,7766.41,1.031164,0.99362
MG,3151800.0,POCOS DE CALDAS,10993.49,1.028074,0.974582
MG,3151909.0,POCRANE,10678.29,1.028376,1.009664
MG,3152006.0,POMPEU,9215.12,1.029777,1.004523
MG,3152105.0,PONTE NOVA,10223.8,1.028811,0.992517
MG,3152131.0,PONTO CHIQUE,9485.18,1.029518,1.011078
MG,3152170.0,PONTO DOS VOLANTES,8938.92,1.030041,1.018485
MG,3152204.0,PORTEIRINHA,8597.91,1.030368,1.017349
MG,3152303.0,PORTO FIRME,9968.94,1.029055,1.006655
MG,3152402.0,POTE,8837.65,1.030138,1.010115
MG,3152501.0,POUSO ALEGRE,10882.45,1.02818,0.982004
MG,3152600.0,POUSO ALTO,9715.8,1.029297,0.990681
MG,3152709.0,PRADOS,10301.56,1.028736,0.989185
MG,3152808.0,PRATA,9550.88,1.029455,0.993944
MG,3152907.0,PRATAPOLIS,10959.09,1.028107,0.991153
MG,3153004.0,PRATINHA,11691.79,1.027405,0.991492
MG,3153103.0,PRESIDENTE BERNARDES,11673.07,1.027423,1.012053
MG,3153202.0,PRESIDENTE JUSCELINO,12174.25,1.026943,1.010589
MG,3153301.0,PRESIDENTE KUBITSCHEK,9397.09,1.029603,1.011437
MG,3153509.0,ALTO JEQUITIBA,8232.03,1.030718,0.999696
MG,3153608.0,PRUDENTE DE MORAIS,8235.26,1.030715,0.996585
MG,3153707.0,QUARTEL GERAL,10739.6,1.028317,1.001313
MG,3153806.0,QUELUZITO,27465.61,1.012299,0.997477
MG,3153905.0,RAPOSOS,9565.75,1.029441,0.986445
MG,3154002.0,RAUL SOARES,9272.69,1.029722,1.004475
MG,3154101.0,RECREIO,10208.5,1.028826,1.001032
MG,3154150.0,REDUTO,7782.72,1.031149,1.006742
MG,3154200.0,RESENDE COSTA,9884.85,1.029135,0.98627
MG,3154309.0,RESPLENDOR,8760.82,1.030212,1.00013
MG,3154408.0,RESSAQUINHA,10388.74,1.028653,0.994296
MG,3154457.0,RIACHINHO,9689.66,1.029322,1.010334
MG,3154606.0,RIBEIRAO DAS NEVES,6708.99,1.032177,0.996797
MG,3154705.0,RIBEIRAO VERMELHO,8657.24,1.030311,0.988626
MG,3154804.0,RIO ACIMA,10664.94,1.028388,0.98652
MG,3154903.0,RIO CASCA,9037.71,1.029947,1.004386
MG,3155009.0,RIO DOCE,21771.04,1.017752,0.996032
MG,3155108.0,RIO DO PRADO,10572.91,1.028477,1.022607
MG,3155207.0,RIO ESPERA,15092.75,1.024148,1.012611
MG,3155306.0,RIO MANSO,11643.02,1.027452,0.993686
MG,3155405.0,RIO NOVO,8912.97,1.030066,0.998648
MG,3155504.0,RIO PARANAIBA,8142.91,1.030804,0.994994
MG,3155603.0,RIO PARDO DE MINAS,8756.82,1.030216,1.018151
MG,3155702.0,RIO PIRACICABA,10216.6,1.028818,0.991921
MG,3155801.0,RIO POMBA,9059.49,1.029926,0.995616
MG,3155900.0,RIO PRETO,10822.72,1.028237,1.001809
MG,3156007.0,RIO VERMELHO,9708.02,1.029305,1.024081
MG,3156106.0,RITAPOLIS,10398.65,1.028643,0.994407
MG,3156304.0,RODEIRO,9732.88,1.029281,0.998167
MG,3156403.0,ROMARIA,13997.96,1.025197,0.992412
MG,3156452.0,ROSARIO DA LIMEIRA,8811.63,1.030163,1.00646
MG,3156502.0,RUBELITA,9804.13,1.029213,1.024055
MG,3156601.0,RUBIM,8943.99,1.030037,1.015713
MG,3156700.0,SABARA,9376.83,1.029622,0.992543
MG,3156809.0,SABINOPOLIS,9845.32,1.029173,1.015091
MG,3156908.0,SACRAMENTO,10553.62,1.028495,0.988061
MG,3157005.0,SALINAS,5997.48,1.032858,1.008897
MG,3157104.0,SALTO DA DIVISA,9170.21,1.02982,1.019606
MG,3157203.0,SANTA BARBARA,11534.11,1.027556,0.991049
MG,3157252.0,SANTA BARBARA DO LESTE,7635.27,1.03129,1.009414
MG,3157278.0,SANTA BARBARA DO MONTE VERDE,8085.04,1.030859,1.000595
MG,3157302.0,SANTA BARBARA DO TUGURIO,8530.31,1.030433,1.001149
MG,3157336.0,SANTA CRUZ DE MINAS,9270.3,1.029724,0.993716
MG,3157401.0,SANTA CRUZ DO ESCALVADO,14520.42,1.024696,1.006641
MG,3157500.0,SANTA EFIGENIA DE MINAS,10711.6,1.028344,1.0077
MG,3157609.0,SANTA FE DE MINAS,10994.0,1.028073,1.019341
MG,3157658.0,SANTA HELENA DE MINAS,10191.03,1.028842,1.017756
MG,3157708.0,SANTA JULIANA,9489.02,1.029515,0.995994
MG,3157807.0,SANTA LUZIA,8809.98,1.030165,0.989955
MG,3157906.0,SANTA MARGARIDA,6124.03,1.032737,1.003929
MG,3158003.0,SANTA MARIA DE ITABIRA,10856.56,1.028205,0.999445
MG,3158102.0,SANTA MARIA DO SALTO,10631.14,1.028421,1.016662
MG,3158201.0,"SANTA MARIA DO
SUACUI",0.0,0.965,1.012686
MG,3158300.0,SANTANA DA VARGEM,10354.9,1.028685,0.993194
MG,3158409.0,SANTANA DE CATAGUASES,9945.6,1.029077,0.997258
MG,3158508.0,SANTANA DE PIRAPAMA,10558.67,1.02849,1.013901
MG,3158607.0,SANTANA DO DESERTO,9447.99,1.029554,0.996604
MG,3158706.0,SANTANA DO GARAMBEU,13040.92,1.026113,1.002447
MG,3158805.0,SANTANA DO JACARE,10167.03,1.028865,1.000252
MG,3158904.0,SANTANA DO MANHUACU,7259.35,1.03165,1.007367
MG,3158953.0,SANTANA DO PARAISO,8404.54,1.030553,0.998649
MG,3159001.0,SANTANA DO RIACHO,8840.25,1.030136,0.995621
MG,3159100.0,SANTANA DOS MONTES,10671.77,1.028382,0.999866
MG,3159209.0,SANTA RITA DE CALDAS,11726.47,1.027372,0.989188
MG,3159308.0,SANTA RITA DE JACUTINGA,9011.24,1.029972,0.991964
MG,3159357.0,SANTA RITA DE MINAS,9275.3,1.029719,1.004163
MG,3159407.0,SANTA RITA DE IBITIPOCA,12664.04,1.026474,1.003397
MG,3159506.0,SANTA RITA DO ITUETO,7666.9,1.03126,1.010462
