UF,Codigo_IBGE,Ente_Federado,VAAT,Ponderador_DRec,Ponderador_NSE
PI,2202075.0,CAJAZEIRAS DO PIAUI,5433.08,1.033399,1.030149
PI,2202083.0,CAJUEIRO DA PRAIA,5885.43,1.032966,1.028842
PI,2202091.0,CALDEIRAO GRANDE DO PIAUI,7268.08,1.031641,1.029015
PI,2202109.0,CAMPINAS DO PIAUI,6455.83,1.032419,1.024668
PI,2202117.0,CAMPO ALEGRE DO FIDALGO,6730.54,1.032156,1.02423
PI,2202133.0,CAMPO GRANDE DO PIAUI,6549.59,1.03233,1.025299
PI,2202174.0,CAMPO LARGO DO PIAUI,6327.35,1.032542,1.0381
PI,2202208.0,CAMPO MAIOR,5492.23,1.033342,1.023048
PI,2202251.0,CANAVIEIRA,7437.66,1.031479,1.021344
PI,2202307.0,CANTO DO BURITI,6765.32,1.032123,1.023782
PI,2202406.0,CAPITAO DE CAMPOS,6839.66,1.032052,1.033874
PI,2202455.0,CAPITAO GERVASIO OLIVEIRA,6980.84,1.031917,1.029268
PI,2202505.0,CARACOL,5762.93,1.033083,1.032435
PI,2202539.0,CARAUBAS DO PIAUI,6843.23,1.032048,1.039239
PI,2202554.0,CARIDADE DO PIAUI,5694.35,1.033149,1.025347
PI,2202604.0,CASTELO DO PIAUI,7169.76,1.031736,1.025659
PI,2202653.0,CAXINGO,6905.34,1.031989,1.042791
PI,2202703.0,COCAL,6404.46,1.032469,1.037228
PI,2202711.0,COCAL DE TELHA,6767.58,1.032121,1.028869
PI,2202729.0,COCAL DOS ALVES,7144.05,1.03176,1.032806
PI,2202737.0,COIVARAS,6498.24,1.032379,1.030303
PI,2202752.0,COLONIA DO GURGUEIA,5680.28,1.033162,1.014384
PI,2202778.0,COLONIA DO PIAUI,5915.91,1.032936,1.024181
PI,2202802.0,CONCEICAO DO CANINDE,6584.43,1.032296,1.024463
PI,2202851.0,CORONEL JOSE DIAS,7355.21,1.031558,1.03182
PI,2202901.0,CORRENTE,6894.87,1.031999,1.024004
PI,2203008.0,CRISTALANDIA DO PIAUI,6157.3,1.032705,1.024862
PI,2203107.0,CRISTINO CASTRO,6035.33,1.032822,1.021322
PI,2203206.0,CURIMATA,5608.64,1.033231,1.025547
PI,2203255.0,CURRALINHOS,6388.84,1.032484,1.030008
PI,2203271.0,CURRAL NOVO DO PIAUI,8516.13,1.030446,1.033068
PI,2203305.0,DEMERVAL LOBAO,5974.71,1.03288,1.021715
PI,2203354.0,DIRCEU ARCOVERDE,6117.3,1.032744,1.029245
PI,2203404.0,DOM EXPEDITO LOPES,7142.73,1.031762,1.020107
PI,2203420.0,DOMINGOS MOURAO,6261.66,1.032605,1.027441
PI,2203453.0,DOM INOCENCIO,10488.25,1.028558,1.023705
PI,2203503.0,ELESBAO VELOSO,6551.63,1.032328,1.02784
PI,2203701.0,ESPERANTINA,6381.82,1.03249,1.03027
PI,2203750.0,FARTURA DO PIAUI,6247.76,1.032619,1.032004
PI,2203800.0,FLORES DO PIAUI,7679.82,1.031247,1.024323
PI,2203859.0,FLORESTA DO PIAUI,5965.57,1.032889,1.021295
PI,2203909.0,FLORIANO,6750.7,1.032137,1.021107
PI,2204006.0,FRANCINOPOLIS,6803.68,1.032086,1.023592
PI,2204105.0,FRANCISCO AYRES,7447.55,1.03147,1.023516
PI,2204154.0,FRANCISCO MACEDO,6871.08,1.032022,1.024083
PI,2204204.0,FRANCISCO SANTOS,7712.73,1.031216,1.026549
PI,2204303.0,FRONTEIRAS,5599.98,1.033239,1.028376
PI,2204352.0,GEMINIANO,7869.02,1.031066,1.025778
PI,2204402.0,GILBUES,7151.78,1.031753,1.026083
PI,2204501.0,GUADALUPE,7140.62,1.031764,1.017291
PI,2204550.0,GUARIBAS,6598.99,1.032282,1.027357
PI,2204600.0,HUGO NAPOLEAO,7213.56,1.031694,1.022889
PI,2204709.0,INHUMA,7169.2,1.031736,1.023374
PI,2204808.0,IPIRANGA DO PIAUI,5654.3,1.033187,1.022775
PI,2204907.0,ISAIAS COELHO,7233.88,1.031674,1.029323
PI,2205003.0,ITAINOPOLIS,7767.11,1.031164,1.025897
PI,2205102.0,ITAUEIRA,8716.41,1.030254,1.029961
PI,2205151.0,JACOBINA DO PIAUI,5301.83,1.033525,1.026611
PI,2205201.0,JAICOS,6924.7,1.03197,1.023631
PI,2205250.0,JARDIM DO MULATO,6936.23,1.031959,1.021195
PI,2205276.0,JATOBA DO PIAUI,8825.38,1.03015,1.030856
PI,2205300.0,JERUMENHA,6734.37,1.032153,1.023504
PI,2205359.0,JOAO COSTA,8931.6,1.030048,1.025687
PI,2205409.0,JOAQUIM PIRES,6300.3,1.032568,1.040948
PI,2205458.0,JOCA MARQUES,5567.07,1.03327,1.03441
PI,2205508.0,JOSE DE FREITAS,6939.87,1.031956,1.02808
PI,2205516.0,JUAZEIRO DO PIAUI,6141.07,1.032721,1.03372
PI,2205524.0,JULIO BORGES,6757.9,1.03213,1.024412
PI,2205532.0,JUREMA,6538.04,1.032341,1.033773
PI,2205540.0,LAGOINHA DO PIAUI,7139.31,1.031765,1.019657
PI,2205557.0,LAGOA ALEGRE,7018.25,1.031881,1.039326
PI,2205581.0,LAGOA DO PIAUI,7152.7,1.031752,1.02398
PI,2205599.0,LAGOA DO SITIO,7055.86,1.031845,1.023257
PI,2205607.0,LANDRI SALES,6265.49,1.032602,1.019745
PI,2205706.0,LUIS CORREIA,7353.48,1.03156,1.032101
PI,2205805.0,LUZILANDIA,5977.8,1.032877,1.031987
PI,2205854.0,MADEIRO,6382.69,1.032489,1.034926
PI,2205904.0,MANOEL EMIDIO,7573.16,1.031349,1.016135
PI,2205953.0,MARCOLANDIA,6804.96,1.032085,1.024631
PI,2206001.0,MARCOS PARENTE,7457.31,1.03146,1.020597
PI,2206050.0,MASSAPE DO PIAUI,7894.81,1.031041,1.035528
PI,2206209.0,MIGUEL ALVES,5878.72,1.032972,1.037525
PI,2206308.0,MIGUEL LEAO,8937.31,1.030043,1.021801
PI,2206357.0,MILTON BRANDAO,7865.52,1.031069,1.038221
PI,2206407.0,MONSENHOR GIL,6593.54,1.032287,1.022795
PI,2206506.0,MONSENHOR HIPOLITO,6000.22,1.032856,1.020458
PI,2206605.0,MONTE ALEGRE DO PIAUI,7891.29,1.031045,1.0259
PI,2206654.0,MORRO CABECA NO TEMPO,5316.81,1.03351,1.026277
PI,2206670.0,MORRO DO CHAPEU DO PIAUI,6566.83,1.032313,1.039898
PI,2206696.0,MURICI DOS PORTELAS,7480.16,1.031438,1.036558
PI,2206704.0,NAZARE DO PIAUI,7424.48,1.031492,1.025586
PI,2206720.0,NAZARIA,7004.14,1.031894,1.031374
PI,2206753.0,NOSSA SENHORA DE NAZARE,6959.58,1.031937,1.028799
PI,2206803.0,NOSSA SENHORA DOS REMEDIOS,5504.46,1.03333,1.047394
PI,2206902.0,NOVO ORIENTE DO PIAUI,6544.72,1.032334,1.02304
PI,2206951.0,NOVO SANTO ANTONIO,6711.29,1.032175,1.031109
PI,2207009.0,OEIRAS,7042.02,1.031858,1.023536
PI,2207108.0,OLHO DAGUA DO PIAUI,7320.16,1.031592,1.025028
PI,2207207.0,PADRE MARCOS,6432.22,1.032442,1.02891
PI,2207306.0,PAES LANDIM,6841.51,1.03205,1.020342
PI,2207355.0,PAJEU DO PIAUI,8104.55,1.03084,1.020862
PI,2207405.0,PALMEIRA DO PIAUI,5939.66,1.032914,1.021673
PI,2207504.0,PALMEIRAIS,6658.6,1.032225,1.031803
PI,2207553.0,PAQUETA,6784.87,1.032104,1.026179
PI,2207702.0,PARNAIBA,7389.93,1.031525,1.020178
PI,2207751.0,PASSAGEM FRANCA DO PIAUI,6721.76,1.032165,1.024407
PI,2207777.0,PATOS DO PIAUI,5786.61,1.03306,1.032947
PI,2207793.0,PAU DARCO DO PIAUI,8052.48,1.03089,1.039841
PI,2207801.0,PAULISTANA,6847.01,1.032045,1.027231
PI,2207850.0,PAVUSSU,5238.12,1.033586,1.028131
PI,2207900.0,PEDRO II,6845.49,1.032046,1.026779
PI,2207934.0,PEDRO LAURENTINO,8795.24,1.030179,1.025147
PI,2207959.0,NOVA SANTA RITA,8300.1,1.030653,1.027537
PI,2208007.0,PICOS,7262.58,1.031647,1.017652
PI,2208106.0,PIMENTEIRAS,7152.6,1.031752,1.023933
PI,2208205.0,PIO IX,6147.92,1.032714,1.030923
PI,2208304.0,PIRACURUCA,6965.54,1.031931,1.032246
PI,2208403.0,PIRIPIRI,6385.45,1.032487,1.020758
PI,2208502.0,PORTO,6343.09,1.032527,1.036685
PI,2208551.0,PORTO ALEGRE DO PIAUI,6898.99,1.031995,1.021885
PI,2208601.0,PRATA DO PIAUI,7602.28,1.031321,1.029049
PI,2208650.0,QUEIMADA NOVA,6761.39,1.032127,1.025465
PI,2208700.0,REDENCAO DO GURGUEIA,6934.59,1.031961,1.025873
PI,2208809.0,REGENERACAO,6189.08,1.032675,1.02716
PI,2208858.0,RIACHO FRIO,4008.53,1.034763,1.025929
PI,2208874.0,RIBEIRA DO PIAUI,8242.93,1.030708,1.025263
PI,2209005.0,RIO GRANDE DO PIAUI,6443.12,1.032432,1.029301
PI,2209104.0,SANTA CRUZ DO PIAUI,5239.02,1.033585,1.028486
PI,2209153.0,SANTA CRUZ DOS MILAGRES,7044.51,1.031856,1.024894
PI,2209203.0,SANTA FILOMENA,7597.22,1.031326,1.02538
PI,2209302.0,SANTA LUZ,6138.57,1.032723,1.022642
PI,2209351.0,SANTANA DO PIAUI,7571.62,1.031351,1.024312
PI,2209377.0,SANTA ROSA DO PIAUI,7719.72,1.031209,1.025091
PI,2209401.0,SANTO ANTONIO DE LISBOA,7161.5,1.031744,1.025372
PI,2209450.0,SANTO ANTONIO DOS MILAGRES,6464.62,1.032411,1.030157
PI,2209500.0,SANTO INACIO DO PIAUI,4816.96,1.033989,1.02029
PI,2209559.0,SAO BRAZ DO PIAUI,6321.21,1.032548,1.022002
PI,2209609.0,SAO FELIX DO PIAUI,6408.31,1.032465,1.018545
PI,2209658.0,SAO FRANCISCO DE ASSIS DO PIAUI,5914.06,1.032938,1.028765
PI,2209708.0,SAO FRANCISCO DO PIAUI,7460.8,1.031457,1.025047
PI,2209757.0,SAO GONCALO DO GURGUEIA,12668.14,1.02647,1.024361
PI,2209807.0,SAO GONCALO DO PIAUI,8402.2,1.030555,1.022254
PI,2209856.0,SAO JOAO DA CANABRAVA,6375.45,1.032496,1.020758
PI,2209872.0,SAO JOAO DA FRONTEIRA,7331.03,1.031581,1.031901
PI,2209906.0,SAO JOAO DA SERRA,7531.17,1.03139,1.031551
PI,2209955.0,SAO JOAO DA VARJOTA,6482.35,1.032394,1.026445
PI,2209971.0,SAO JOAO DO ARRAIAL,6599.56,1.032282,1.033958
PI,2210003.0,SAO JOAO DO PIAUI,6061.34,1.032797,1.021948
PI,2210052.0,SAO JOSE DO DIVINO,6986.71,1.031911,1.033905
PI,2210102.0,SAO JOSE DO PEIXE,6965.73,1.031931,1.02053
PI,2210201.0,SAO JOSE DO PIAUI,7495.99,1.031423,1.023922
PI,2210300.0,SAO JULIAO,7707.15,1.031221,1.023412
PI,2210359.0,SAO LOURENCO DO PIAUI,6971.66,1.031925,1.025891
PI,2210383.0,SAO MIGUEL DA BAIXA GRANDE,7618.53,1.031306,1.025116
PI,2210391.0,SAO MIGUEL DO FIDALGO,6943.27,1.031953,1.027989
PI,2210409.0,SAO MIGUEL DO TAPUIO,4952.24,1.033859,1.033499
PI,2210508.0,SAO PEDRO DO PIAUI,5989.38,1.032866,1.026792
PI,2210607.0,SAO RAIMUNDO NONATO,5664.52,1.033177,1.025666
PI,2210623.0,SEBASTIAO BARROS,6315.62,1.032554,1.030795
PI,2210656.0,SIGEFREDO PACHECO,6731.09,1.032156,1.027293
PI,2210706.0,SIMOES,6704.96,1.032181,1.027902
PI,2210805.0,SIMPLICIO MENDES,6554.11,1.032325,1.020504
PI,2210904.0,SOCORRO DO PIAUI,5630.27,1.03321,1.025045
PI,2210938.0,SUSSUAPARA,5911.96,1.03294,1.024183
PI,2210953.0,TAMBORIL DO PIAUI,6131.12,1.03273,1.031206
PI,2210979.0,TANQUE DO PIAUI,8016.18,1.030925,1.019946
PI,2211100.0,UNIAO,5316.9,1.03351,1.033998
PI,2211209.0,URUCUI,9045.26,1.02994,1.018555
PI,2211308.0,VALENCA DO PIAUI,7259.12,1.03165,1.012823
PI,2211357.0,VARZEA BRANCA,6175.64,1.032688,1.033849
PI,2211407.0,VARZEA GRANDE,5218.07,1.033605,1.015992
PI,2211506.0,VERA MENDES,6424.94,1.032449,1.032237
PI,2211605.0,VILA NOVA DO PIAUI,6116.61,1.032744,1.02019
PI,2211704.0,WALL FERRAZ,4507.21,1.034285,1.028597
PR,41.0,GOVERNO DO ESTADO,10565.1,1.028484,0.982394
PR,4100103.0,ABATIA,8619.9,1.030347,0.997505
PR,4100202.0,ADRIANOPOLIS,0.0,0.965,0.99863
PR,4100301.0,AGUDOS DO SUL,8845.29,1.030131,0.986549
PR,4100400.0,ALMIRANTE TAMANDARE,8805.4,1.030169,0.987508
PR,4100608.0,ALTO PARANA,8698.73,1.030271,0.987111
PR,4100707.0,ALTO PIQUIRI,9072.62,1.029913,0.987102
PR,4100806.0,ALVORADA DO SUL,10301.79,1.028736,0.985607
PR,4100905.0,AMAPORA,10292.25,1.028745,0.997136
PR,4101002.0,AMPERE,8989.02,1.029993,0.985682
PR,4101051.0,ANAHY,10072.91,1.028955,0.989285
PR,4101101.0,ANDIRA,9358.61,1.029639,0.987024
PR,4101150.0,ANGULO,9432.87,1.029568,0.98427
PR,4101200.0,ANTONINA,11719.02,1.027379,0.991093
PR,4101309.0,ANTONIO OLINTO,9387.96,1.029611,0.993733
PR,4101408.0,APUCARANA,8524.64,1.030438,0.983326
PR,4101507.0,ARAPONGAS,9531.1,1.029474,0.979563
PR,4101606.0,ARAPOTI,10988.32,1.028079,0.989236
PR,4101655.0,ARAPUA,10016.19,1.02901,0.993656
PR,4101705.0,ARARUNA,9455.8,1.029546,0.987871
PR,4101804.0,ARAUCARIA,12056.02,1.027056,0.980404
PR,4101853.0,ARIRANHA DO IVAI,11269.97,1.027809,0.992754
PR,4101903.0,ASSAI,9692.97,1.029319,0.982874
PR,4102000.0,ASSIS CHATEAUBRIAND,9013.66,1.02997,0.978736
PR,4102109.0,ASTORGA,8984.47,1.029998,0.979484
PR,4102208.0,ATALAIA,10546.05,1.028502,0.982717
PR,4102307.0,BALSA NOVA,9257.75,1.029736,0.982496
PR,4102406.0,BANDEIRANTES,9123.87,1.029864,0.988513
PR,4102505.0,BARBOSA FERRAZ,9684.16,1.029328,0.993254
PR,4102604.0,BARRACAO,8465.2,1.030495,0.984821
PR,4102752.0,BELA VISTA DA CAROBA,9426.93,1.029574,0.995465
PR,4102802.0,BELA VISTA DO PARAISO,9437.53,1.029564,0.990042
PR,4102901.0,BITURUNA,8444.24,1.030515,0.990153
PR,4103008.0,BOA ESPERANCA,10470.21,1.028575,0.975375
PR,4103024.0,BOA ESPERANCA DO IGUACU,10975.79,1.028091,0.980385
PR,4103040.0,BOA VENTURA DE SAO ROQUE,10580.6,1.028469,0.997474
PR,4103107.0,BOCAIUVA DO SUL,8704.79,1.030266,0.987856
PR,4103156.0,BOM JESUS DO SUL,8853.13,1.030124,0.987852
PR,4103206.0,BOM SUCESSO,7922.01,1.031015,0.986891
PR,4103222.0,BOM SUCESSO DO SUL,11577.63,1.027514,0.970404
PR,4103305.0,BORRAZOPOLIS,10096.79,1.028933,0.987692
PR,4103354.0,BRAGANEY,9770.05,1.029245,0.984262
PR,4103370.0,BRASILANDIA DO SUL,9767.41,1.029248,0.988077
PR,4103404.0,CAFEARA,12689.49,1.02645,0.989276
PR,4103453.0,CAFELANDIA,9072.58,1.029913,0.978305
PR,4103479.0,CAFEZAL DO SUL,10032.93,1.028994,0.988412
PR,4103503.0,CALIFORNIA,8141.91,1.030805,0.985243
PR,4103602.0,CAMBARA,8986.49,1.029996,0.98658
PR,4103701.0,CAMBE,9844.9,1.029174,0.976449
PR,4103800.0,CAMBIRA,8718.43,1.030253,0.982511
PR,4103909.0,CAMPINA DA LAGOA,9335.57,1.029662,0.98928
PR,4103958.0,CAMPINA DO SIMAO,10659.13,1.028394,1.001804
PR,4104006.0,CAMPINA GRANDE DO SUL,9185.03,1.029806,0.983869
PR,4104055.0,CAMPO BONITO,9841.14,1.029177,0.987203
PR,4104105.0,CAMPO DO TENENTE,9288.05,1.029707,0.989484
PR,4104204.0,CAMPO LARGO,9184.93,1.029806,0.975828
PR,4104253.0,CAMPO MAGRO,9176.62,1.029814,0.982545
PR,4104303.0,CAMPO MOURAO,10075.89,1.028953,0.981637
PR,4104402.0,CANDIDO DE ABREU,9244.68,1.029749,1.001081
PR,4104428.0,CANDOI,8733.36,1.030238,0.997035
PR,4104451.0,CANTAGALO,8133.08,1.030813,0.998374
PR,4104501.0,CAPANEMA,8928.61,1.030051,0.981027
PR,4104600.0,CAPITAO LEONIDAS MARQUES,8704.79,1.030266,0.983253
PR,4104659.0,CARAMBEI,10212.42,1.028822,0.986048
PR,4104709.0,CARLOPOLIS,0.0,0.965,0.995985
PR,4104808.0,CASCAVEL,10319.83,1.028719,0.979116
PR,4104907.0,CASTRO,9361.94,1.029636,0.989
PR,4105003.0,CATANDUVAS,9350.2,1.029648,0.987717
PR,4105102.0,CENTENARIO DO SUL,0.0,0.965,0.99147
PR,4105201.0,CERRO AZUL,8903.33,1.030075,1.000856
PR,4105300.0,CEU AZUL,9936.16,1.029086,0.975135
PR,4105409.0,CHOPINZINHO,9096.35,1.029891,0.982209
PR,4105508.0,CIANORTE,9756.31,1.029259,0.979247
PR,4105607.0,CIDADE GAUCHA,8526.04,1.030437,0.988004
PR,4105706.0,CLEVELANDIA,8187.95,1.030761,0.990888
PR,4105805.0,COLOMBO,9044.49,1.02994,0.981108
PR,4105904.0,COLORADO,10038.74,1.028988,0.98223
PR,4106001.0,CONGONHINHAS,8715.65,1.030255,0.995317
PR,4106100.0,CONSELHEIRO MAIRINCK,9168.61,1.029821,0.988424
PR,4106209.0,CONTENDA,9116.78,1.029871,0.986024
PR,4106308.0,CORBELIA,9169.62,1.02982,0.973307
PR,4106407.0,CORNELIO PROCOPIO,11456.24,1.027631,0.980409
PR,4106456.0,CORONEL DOMINGOS SOARES,10331.25,1.028708,0.999438
PR,4106506.0,CORONEL VIVIDA,9430.05,1.029571,0.984824
PR,4106555.0,CORUMBATAI DO SUL,8997.82,1.029985,0.998595
PR,4106571.0,CRUZEIRO DO IGUACU,10688.04,1.028366,0.982101
PR,4106605.0,CRUZEIRO DO OESTE,8740.14,1.030232,0.986417
PR,4106704.0,CRUZEIRO DO SUL,9984.44,1.02904,0.986945
PR,4106803.0,CRUZ MACHADO,9182.77,1.029808,0.991575
PR,4106852.0,CRUZMALTINA,9900.64,1.02912,0.992467
PR,4106902.0,CURITIBA,15154.85,1.024089,0.972798
PR,4107009.0,CURIUVA,9419.62,1.029581,0.995504
PR,4107108.0,DIAMANTE DO NORTE,0.0,0.965,0.984544
PR,4107124.0,DIAMANTE DO SUL,11078.97,1.027992,1.002158
PR,4107157.0,DIAMANTE DOESTE,10874.16,1.028188,0.986929
PR,4107207.0,DOIS VIZINHOS,8709.64,1.030261,0.979586
PR,4107256.0,DOURADINA,9523.17,1.029482,0.977093
PR,4107306.0,DOUTOR CAMARGO,9285.43,1.02971,0.978429
PR,4107405.0,ENEAS MARQUES,10491.23,1.028555,0.981866
PR,4107520.0,ESPERANCA NOVA,13597.19,1.02558,0.988098
PR,4107538.0,ENTRE RIOS DO OESTE,10094.7,1.028935,0.972886
PR,4107553.0,FAROL,14021.28,1.025174,0.986595
PR,4107603.0,FAXINAL,9148.4,1.029841,0.995791
PR,4107652.0,FAZENDA RIO GRANDE,8968.64,1.030013,0.985859
PR,4107702.0,FENIX,9183.66,1.029807,0.985894
PR,4107736.0,FERNANDES PINHEIRO,10535.88,1.028512,0.99591
PR,4107751.0,FIGUEIRA,9107.26,1.02988,0.987217
PR,4107801.0,FLORAI,9255.57,1.029738,0.973392
PR,4107850.0,FLOR DA SERRA DO SUL,11160.85,1.027914,0.987027
PR,4107900.0,FLORESTA,0.0,0.965,0.983024
PR,4108007.0,FLORESTOPOLIS,9113.24,1.029874,0.993236
PR,4108106.0,FLORIDA,10300.45,1.028737,0.978905
PR,4108205.0,FORMOSA DO OESTE,9689.27,1.029323,0.979741
PR,4108304.0,FOZ DO IGUACU,9834.48,1.029184,0.980953
PR,4108320.0,FRANCISCO ALVES,8934.41,1.030046,0.984438
PR,4108403.0,FRANCISCO BELTRAO,8815.92,1.030159,0.97761
PR,4108452.0,FOZ DO JORDAO,8732.99,1.030239,0.992747
PR,4108502.0,GENERAL CARNEIRO,9243.48,1.02975,0.99445
PR,4108551.0,GODOY MOREIRA,10741.44,1.028315,0.998285
PR,4108601.0,GOIOERE,8754.72,1.030218,0.984509
PR,4108650.0,GOIOXIM,9593.42,1.029415,1.001977
PR,4108700.0,GRANDES RIOS,7971.91,1.030967,0.993291
PR,4108809.0,GUAIRA,8725.92,1.030245,0.989438
PR,4108908.0,GUAIRACA,8743.85,1.030228,0.991458
PR,4109005.0,GUAPIRAMA,9281.79,1.029713,0.99374
PR,4109104.0,GUAPOREMA,10913.01,1.028151,0.986649
PR,4109203.0,GUARACI,10464.29,1.028581,0.985985
PR,4109302.0,GUARANIACU,9292.23,1.029703,0.988345
PR,4109401.0,GUARAPUAVA,8986.47,1.029996,0.986017
PR,4109500.0,GUARAQUECABA,8755.41,1.030217,1.001779
PR,4109609.0,GUARATUBA,10890.47,1.028172,0.983808
PR,4109658.0,HONORIO SERPA,10975.54,1.028091,0.989873
PR,4109708.0,IBAITI,8340.98,1.030614,0.989784
PR,4109757.0,IBEMA,0.0,0.965,1.00006
PR,4109807.0,IBIPORA,10217.67,1.028817,0.982701
PR,4109906.0,ICARAIMA,9584.04,1.029424,0.987352
PR,4110003.0,IGUARACU,0.0,0.965,0.981291
PR,4110052.0,IGUATU,11963.56,1.027145,0.987119
PR,4110078.0,IMBAU,8668.8,1.0303,0.99849
PR,4110102.0,IMBITUVA,8392.13,1.030565,0.994693
PR,4110300.0,INAJA,0.0,0.965,0.984878
PR,4110409.0,INDIANOPOLIS,9930.75,1.029092,0.981815
PR,4110508.0,IPIRANGA,9296.44,1.029699,0.988167
PR,4110607.0,IPORA,9041.84,1.029943,0.988825
PR,4110656.0,IRACEMA DO OESTE,12793.29,1.02635,0.98183
PR,4110706.0,IRATI,9502.6,1.029502,0.981099
PR,4110805.0,IRETAMA,8816.33,1.030159,0.99187
PR,4110904.0,ITAGUAJE,8916.14,1.030063,0.992538
PR,4110953.0,ITAIPULANDIA,8999.03,1.029984,0.978519
PR,4111001.0,ITAMBARACA,8793.84,1.03018,0.991082
PR,4111100.0,ITAMBE,9844.78,1.029174,0.979458
PR,4111209.0,ITAPEJARA DOESTE,8318.02,1.030636,0.982289
PR,4111258.0,ITAPERUCU,7691.2,1.031236,0.993402
PR,4111308.0,ITAUNA DO SUL,9937.1,1.029085,0.99328
PR,4111407.0,IVAI,8938.89,1.030041,0.994646
PR,4111506.0,IVAIPORA,10120.19,1.02891,0.986203
PR,4111704.0,JABOTI,9171.14,1.029819,0.99738
PR,4111803.0,JACAREZINHO,8652.4,1.030316,0.988677
PR,4111902.0,JAGUAPITA,8840.23,1.030136,0.985102
PR,4112009.0,JAGUARIAIVA,9674.08,1.029337,0.990318
PR,4112108.0,JANDAIA DO SUL,9585.31,1.029422,0.982097
PR,4112207.0,JANIOPOLIS,9258.72,1.029735,0.985828
PR,4112306.0,JAPIRA,9171.15,1.029819,0.992729
PR,4112405.0,JAPURA,9545.79,1.02946,0.975461
PR,4112504.0,JARDIM ALEGRE,8664.34,1.030304,0.990907
PR,4112603.0,JARDIM OLINDA,16387.83,1.022908,0.987015
PR,4112702.0,JATAIZINHO,8905.15,1.030074,0.98775
PR,4112751.0,JESUITAS,10668.24,1.028385,0.986704
PR,4112801.0,JOAQUIM TAVORA,0.0,0.965,0.985731
PR,4112900.0,JUNDIAI DO SUL,10030.0,1.028996,0.99699
PR,4112959.0,JURANDA,9815.52,1.029202,0.989085
PR,4113007.0,JUSSARA,9640.64,1.029369,0.984164
PR,4113106.0,KALORE,9795.25,1.029221,0.983529
PR,4113205.0,LAPA,9751.25,1.029263,0.985648
PR,4113254.0,LARANJAL,9409.36,1.029591,1.009819
PR,4113304.0,LARANJEIRAS DO SUL,8566.19,1.030398,0.986569
PR,4113403.0,LEOPOLIS,9926.38,1.029096,0.989601
PR,4113429.0,LIDIANOPOLIS,10246.54,1.028789,0.990459
PR,4113452.0,LINDOESTE,9244.94,1.029748,0.991365
PR,4113502.0,LOANDA,8869.79,1.030108,0.985044
PR,4113601.0,LOBATO,10617.94,1.028433,0.983369
PR,4113700.0,LONDRINA,13206.67,1.025954,0.976819
PR,4113734.0,LUIZIANA,10962.45,1.028104,0.994328
PR,4113759.0,LUNARDELLI,9009.03,1.029974,0.996574
PR,4113809.0,LUPIONOPOLIS,8600.01,1.030366,0.987213
PR,4113908.0,MALLET,10417.55,1.028625,0.987045
PR,4114005.0,MAMBORE,10199.03,1.028835,0.985918
PR,4114104.0,MANDAGUACU,8412.65,1.030545,0.984837
PR,4114203.0,MANDAGUARI,8580.98,1.030384,0.979395
PR,4114302.0,MANDIRITUBA,8624.33,1.030343,0.985542
PR,4114351.0,MANFRINOPOLIS,13479.12,1.025693,0.998382
PR,4114401.0,MANGUEIRINHA,10112.73,1.028917,0.991846
PR,4114500.0,MANOEL RIBAS,9419.33,1.029581,0.987622
PR,4114609.0,MARECHAL CANDIDO RONDON,9810.96,1.029206,0.974868
PR,4114708.0,MARIA HELENA,9623.73,1.029386,0.989286
PR,4114807.0,MARIALVA,8853.44,1.030123,0.982163
PR,4115002.0,MARILENA,0.0,0.965,0.993292
PR,4115101.0,MARILUZ,9590.52,1.029417,0.9906
PR,4115200.0,MARINGA,13004.26,1.026148,0.970313
PR,4115309.0,MARIOPOLIS,8863.32,1.030114,0.981473
PR,4115358.0,MARIPA,11257.52,1.027821,0.969272
PR,4115408.0,MARMELEIRO,9561.49,1.029445,0.982951
PR,4115457.0,MARQUINHO,10734.46,1.028322,0.996402
PR,4115507.0,MARUMBI,9476.4,1.029527,0.985829
PR,4115606.0,MATELANDIA,8786.13,1.030188,0.984453
PR,4115705.0,MATINHOS,11586.24,1.027506,0.982795
PR,4115739.0,MATO RICO,11284.58,1.027795,1.001409
PR,4115754.0,MAUA DA SERRA,8777.43,1.030196,0.991537
PR,4115804.0,MEDIANEIRA,9002.02,1.029981,0.980579
PR,4115853.0,MERCEDES,10245.59,1.02879,0.970689
PR,4115903.0,MIRADOR,10364.02,1.028677,0.999538
PR,4116000.0,MIRASELVA,13741.98,1.025442,0.987124
PR,4116059.0,MISSAL,11084.55,1.027987,0.975062
PR,4116109.0,MOREIRA SALES,9186.71,1.029804,0.99186
PR,4116208.0,MORRETES,8941.39,1.030039,0.98869
PR,4116307.0,MUNHOZ DE MELO,10650.99,1.028402,0.983901
PR,4116406.0,NOSSA SENHORA DAS GRACAS,9942.74,1.02908,0.985041
PR,4116505.0,NOVA ALIANCA DO IVAI,14642.62,1.024579,0.980541
PR,4116604.0,NOVA AMERICA DA COLINA,8799.38,1.030175,0.997119
PR,4116703.0,NOVA AURORA,9831.52,1.029187,0.97537
PR,4116802.0,NOVA CANTU,9680.87,1.029331,0.991733
PR,4116901.0,NOVA ESPERANCA,8999.65,1.029983,0.987092
PR,4116950.0,NOVA ESPERANCA DO SUDOESTE,10652.38,1.0284,0.983682
PR,4117008.0,NOVA FATIMA,9630.45,1.029379,0.992562
